gene,score
SOX13,0.9065337034046101
RPH3AL,0.9060898893179244
CD99,0.9058231936970256
VSTM4,0.9054506341655416
SHC2,0.9054445266322384
OPALIN,0.9053196615069321
MYL3,0.9051574725669967
TATDN2,0.9051547581077508
COL6A2,0.9049979980863062
TMEM52B,0.9049851044048889
WFIKKN1,0.9049057064719493
SCYL3,0.9049043492423267
CD109,0.904890776946098
PLEKHG4,0.9048595606647715
CXCL1,0.9048432739092964
CRHR1,0.9047693048948486
ZNF470,0.9044191396521417
DACT1,0.9042617010158862
FXYD1,0.90413683589058
PARP6,0.9038545321290182
SSH1,0.9037004865668196
PPM1D,0.9036855570409682
ZDHHC9,0.9034568638495101
RTTN,0.9031813462360627
LACTB,0.9031223067474674
TXK,0.9030761609402891
TDRD9,0.9029987988517837
CCDC102A,0.9029892982444235
MACROD1,0.9029757259481945
TTC30B,0.9029146506151645
SEMA3B,0.9028040364008987
SPATA9,0.9026085953352021
ESPN,0.9025461627725488
PSMB4,0.9022930394478789
EFCAB5,0.9019713760272535
LRRC25,0.9015038104221667
FAM167A,0.9014814161333884
RAI2,0.9014508784668733
PROB1,0.9013945534375234
C1orf168,0.9013389070229849
ANKRD44,0.9013090479712809
DYNLL2,0.9012588304752338
LASP1,0.9011183572092641
CD180,0.9010498171133082
HTR3B,0.9008767703363894
POLD3,0.9002951974429796
PCDH10,0.9002246215025889
ADORA2A,0.9000244301332125
MYO10,0.8999904993926399
TRIM62,0.8998534192007275
ZNF205,0.8997848791047715
CHRFAM7A,0.8996953019496605
ALOX5AP,0.8996260832388929
TMC1,0.8996023317204924
SIGLEC8,0.8993641379216744
BCL2L14,0.899286097218358
TMEM243,0.8991334088857819
PCDHA11,0.8989060729239482
TGFBI,0.898642770377106
WDR27,0.8982810686826053
NARS2,0.8981914915274943
ITGB4,0.8981568821721105
GPR37,0.8979974076914203
RNF207,0.8979689058693396
SEPT10,0.8979689058693391
RABGAP1L,0.8979370109732014
CTXN3,0.897572594819455
CA2,0.897374439294512
MICB,0.8973201501095964
C6orf203,0.8972346446433541
TMPPE,0.8972271798804278
FOLH1,0.8970174879036908
NKX6-2,0.8969048378449909
GRB10,0.8969007661561218
F8,0.8968288329861088
FXN,0.8967881160974219
ASB3,0.8966646082017388
AHI1,0.8965180274024661
HDHD3,0.8962248658039207
RABL2B,0.8961936495225944
GGA2,0.8960993220638029
GLTPD2,0.8960158524419953
SRRT,0.8959188105239587
C1QTNF2,0.8956365067623974
C16orf71,0.8956025760218245
FOXN2,0.8955442151480401
PTPRCAP,0.8951187236612629
PIGS,0.8950970079872959
PELI1,0.8950793640021988
LRRC63,0.8947101975447721
RPUSD1,0.8944699679015191
CD55,0.8944496094571762
BGLAP,0.8944109284129239
WWP2,0.8943824265908428
TMEM81,0.8943369593984762
SCIN,0.89416526985118
FAM122A,0.8940960511404119
DCN,0.89406212039984
COL9A3,0.8939033245339615
NT5DC3,0.8938931453117895
JADE2,0.8938151046084731
PUS7,0.893653594283349
HS1BP3,0.8934092929512274
OAZ3,0.8933672188329184
RPP40,0.8932172449595884
TMEM144,0.8927618944211076
ZFP82,0.8927109983102488
PRR26,0.8926322789921213
SKIL,0.8924856981928487
L3HYPDH,0.8922095019645905
COPS7B,0.892035097958048
CCDC158,0.8918722304033007
PRKG1,0.8918097978406475
AP1G2,0.8917887607814925
GPR34,0.8917039339300623
RGS1,0.8914949205681363
TBXAS1,0.8914128081759508
TNKS1BP1,0.8913754843613221
CNTNAP3B,0.8913503756132984
ALOX15B,0.8911956514362885
LRP2,0.8911291471847668
ITIH2,0.8909771374670021
LILRA2,0.8908997753784974
DOK4,0.8908753452452849
FYCO1,0.8908665232527365
CCDC34,0.8908034120752716
MCF2L,0.8907097632312921
UBALD1,0.8902863075889493
BUD13,0.8901302261823172
HS6ST3,0.8899205342055796
TMEM102,0.8895506891333412
RWDD2B,0.8894997930224824
PARPBP,0.8893165670233923
LILRA1,0.8893124953345233
CHKB,0.8892242754090354
TMPRSS3,0.8890200123507898
MGAT2,0.8889691162399308
TOMM7,0.8889155056698268
MED23,0.8888401794257558
DTNA,0.8887682462557424
HEMK1,0.8887173501448841
THBS4,0.8886481314341167
RCAN3,0.8883651490577437
MYO15B,0.8883651490577434
MME,0.8883495409170801
SETD1B,0.8882558920731001
NRDE2,0.8879220135858681
FAM106A,0.8878907973045421
SPIN4,0.8877903623124477
PCDHGA5,0.8875881350986373
TUBE1,0.8874089807884145
FAM188B,0.8870995324343952
ITGA2B,0.8870370998717418
DHX16,0.8869387007240823
CARD11,0.8865797134888265
HIRA,0.8865206740002309
HLA-DMB,0.8864317754599307
TMEM154,0.886304195875379
MEF2B,0.886292659423585
ACPP,0.8861949388907365
PLP1,0.8859961047509824
KIAA1683,0.8859716746177706
NKAIN1,0.8858753113145451
CDH19,0.885504109012683
CYB5RL,0.8853561709837879
SEMA6C,0.8850915112073238
EVI2B,0.8850630093852431
RASGRP2,0.8850039698966474
FBRSL1,0.8847270950535762
ADAMTS5,0.884710808298102
SLC26A9,0.8846476971206375
RNF103,0.8846320889799738
UBA5,0.8845818714839273
ENPP3,0.8844061102477626
