gene,all-related_score,abeta-related_score,tau-related_score,CERAD_score,BRAAK_score,PLAQUES_score,TANGLES_score,ABETA_IHC_score,TAU_IHC_score
ZNF675,0.516070277,0.456713197,0.575427358,0.505024464,0.465948466,0.499118479,0.520413412,0.365996648,0.739920195
SUZ12,0.515937043,0.49366694,0.538207145,0.434350803,0.557376204,0.583032594,0.534089536,0.463617424,0.523155695
GSPT1,0.515921435,0.655042447,0.376800422,0.666044151,0.29137277,0.680776878,0.310203652,0.618306313,0.528824843
AHCY,0.515890331,0.525854546,0.505926117,0.546128842,0.519436207,0.476785945,0.555704775,0.554648851,0.442637369
L1CAM,0.515889766,0.474046377,0.557733155,0.358005958,0.484224241,0.582381124,0.594316601,0.481752048,0.594658623
CDKL3,0.515798605,0.577477905,0.454119305,0.535778609,0.472501849,0.650040378,0.450417009,0.54661473,0.439439057
SPINT2,0.515738322,0.554308412,0.477168231,0.563708358,0.544485915,0.601678893,0.592327581,0.497537985,0.294691196
SERTAD4,0.515700772,0.400629302,0.630772241,0.331341825,0.695403063,0.520049675,0.762049145,0.350496407,0.434864515
PATZ1,0.515696134,0.604474107,0.426918161,0.450398686,0.243913164,0.71742615,0.336121988,0.645597486,0.700719332
BAIAP3,0.515692515,0.583279157,0.448105873,0.400737654,0.524707687,0.561629761,0.417042054,0.787470056,0.402567878
RPS6KA1,0.515691384,0.570598108,0.46078466,0.411327438,0.53275538,0.536070413,0.481935952,0.764396474,0.367662647
TNS2,0.515687425,0.511396657,0.519978194,0.552659152,0.609911169,0.424806764,0.58635102,0.556724055,0.363672392
AK5,0.51568211,0.429022998,0.602341221,0.362929309,0.675744949,0.395880129,0.613856636,0.528259557,0.517422078
MPG,0.515677359,0.556848015,0.474506704,0.552547181,0.652862737,0.542203055,0.532547724,0.57579381,0.238109651
RAD54L,0.51566096,0.456492873,0.574829046,0.298562015,0.723452928,0.278620919,0.742732375,0.792295686,0.258301834
MALSU1,0.515652364,0.670851006,0.360453722,0.64992162,0.243304447,0.63868783,0.285578078,0.723943566,0.552478641
AP5B1,0.515617754,0.473299448,0.557936061,0.3805604,0.472488956,0.383821144,0.500366452,0.655516799,0.700952775
EMC9,0.515613343,0.609095248,0.422131439,0.702624882,0.325340156,0.506076317,0.373877401,0.618584545,0.567176759
RCOR3,0.515577151,0.480639798,0.550514503,0.458761935,0.538102186,0.401764399,0.548343841,0.58139306,0.565097483
KPNA5,0.515505217,0.545132409,0.485878026,0.406856724,0.479022659,0.548577963,0.463855618,0.67996254,0.5147558
RAD50,0.51547287,0.616641219,0.414304522,0.617185241,0.558561744,0.729631037,0.460545335,0.503107377,0.223806486
FAM53B,0.5154058,0.599731269,0.431080332,0.669482013,0.523199805,0.590583541,0.489036299,0.539128251,0.281004893
ALDH1A1,0.515380692,0.541972778,0.488788605,0.277687145,0.582820187,0.665808671,0.582486988,0.682422519,0.301058639
ORC2,0.515378543,0.578478184,0.452278902,0.570373713,0.520895907,0.456707768,0.490772874,0.70835307,0.345167923
CELSR2,0.515292359,0.584756502,0.445828215,0.641281496,0.528828236,0.719412455,0.45086693,0.393575554,0.35778948
SLC9A3R2,0.515178577,0.277831464,0.752525691,0.383914115,0.696293406,0.238484925,0.736212244,0.211095352,0.825071424
MBD2,0.515121461,0.643035715,0.387207206,0.630228897,0.46240949,0.593597948,0.438529035,0.705280302,0.260683094
ZNF777,0.515062082,0.625429507,0.404694657,0.762665328,0.436474189,0.571133083,0.384811922,0.542490109,0.392797861
ZSCAN21,0.515048623,0.501805794,0.528291451,0.580784343,0.493965757,0.549160214,0.469895968,0.375472825,0.621012629
NCBP2,0.514983136,0.509899633,0.52006664,0.545528268,0.675655372,0.529711792,0.57428457,0.454458839,0.310259977
TNFAIP3,0.514981101,0.415691836,0.614270365,0.270605799,0.641861033,0.294444859,0.6560943,0.682024851,0.54485576
KIAA1549,0.514980648,0.568162786,0.46179851,0.657890594,0.459480588,0.593050984,0.446810171,0.45354678,0.479104771
MYL12A,0.514954521,0.553079215,0.476829828,0.675174234,0.53226542,0.568207575,0.508920392,0.415855835,0.389303673
S100A10,0.514916858,0.505685887,0.524147829,0.815555209,0.477976235,0.401456307,0.405853731,0.300046146,0.688613522
RFX7,0.51488666,0.517668189,0.512105131,0.483015628,0.328064794,0.483840145,0.445251393,0.586148793,0.762999206
PLAC8,0.514876481,0.330501021,0.69925194,0.246740952,0.666523253,0.254015703,0.769192245,0.490746408,0.662040323
SIK2,0.514867772,0.58286475,0.446870794,0.614102294,0.399216879,0.577543279,0.430852544,0.556948676,0.51054296
FBXO8,0.514836329,0.58964004,0.440032619,0.708262135,0.498219993,0.568052851,0.438495104,0.492605134,0.383382759
UCK2,0.514833615,0.458169504,0.571497726,0.33423951,0.621390617,0.453507421,0.577172076,0.586761582,0.515930483
NDUFB1,0.514766771,0.599716565,0.429816978,0.571013647,0.511930727,0.691351733,0.482332263,0.536784316,0.295187942
B3GALT1,0.51475908,0.5249495,0.504568661,0.442545077,0.442439892,0.434677217,0.401158395,0.697626205,0.670107696
PHIP,0.514753765,0.613084372,0.416423157,0.708993003,0.426614594,0.661587009,0.397984514,0.468673104,0.424670363
AHR,0.514731483,0.512930553,0.516532414,0.535252682,0.602657456,0.50719671,0.501853297,0.496342266,0.445086489
PRKRA,0.514693255,0.462290958,0.567095551,0.431858251,0.65986197,0.469724957,0.700595145,0.485289667,0.340829539
MYO18A,0.514686582,0.476450483,0.552922681,0.459767642,0.546471542,0.448656682,0.587431375,0.520927124,0.524865125
MAU2,0.514676742,0.633647306,0.395706178,0.769713421,0.412405757,0.572744793,0.368269329,0.558483703,0.406443448
SCN2A,0.514611256,0.444826354,0.584396157,0.536974328,0.595525214,0.475819597,0.602943152,0.321685136,0.554720105
DLEC1,0.51459576,0.586200142,0.442991379,0.518551293,0.610872088,0.712593055,0.534042712,0.527456077,0.184059338
CFAP46,0.514587165,0.540109981,0.489064349,0.569117597,0.454560631,0.578090242,0.497511519,0.473122103,0.515120895
CLK4,0.514495778,0.444672761,0.584318795,0.548037785,0.599729911,0.437745913,0.644058388,0.348234584,0.509168086
TLN1,0.51442803,0.618614178,0.410241881,0.701078998,0.426916578,0.740296826,0.374596055,0.414466711,0.42921301
OLFM3,0.514379282,0.515580317,0.513178247,0.631118561,0.488346826,0.517431579,0.508618408,0.398190813,0.542569507
PRRC1,0.514378038,0.341171334,0.687584742,0.448080538,0.661877456,0.374986937,0.701091213,0.200446529,0.699785558
NSUN3,0.514374306,0.506416303,0.522332309,0.460734668,0.635543808,0.276517213,0.565886712,0.781997028,0.365566406
NTRK2,0.514320695,0.594581035,0.434060356,0.497284862,0.218926567,0.681847054,0.29819692,0.604611188,0.78505758
TDRD5,0.514302033,0.695492414,0.333111652,0.85535936,0.35461967,0.54510074,0.368169572,0.686017142,0.276545715
FAM189A1,0.514261769,0.380740685,0.647782852,0.44540001,0.487334333,0.49691841,0.614418529,0.199903637,0.841595695
PRRC2C,0.514258715,0.435478887,0.593038543,0.409215589,0.702087419,0.473142462,0.677632177,0.424078611,0.399396033
RB1,0.514243899,0.405676387,0.622811411,0.461716624,0.686550533,0.243204691,0.687589492,0.512107845,0.494294207
SUV39H1,0.51424141,0.514043481,0.51443934,0.495660258,0.546787098,0.458317442,0.568310046,0.588152743,0.428220876
NSDHL,0.514198205,0.451781703,0.576614707,0.376014359,0.593342789,0.285128835,0.635984229,0.694201915,0.500517104
SCCPDH,0.514175924,0.464991845,0.563360003,0.714850128,0.689461791,0.421161246,0.641195991,0.258964162,0.359422227
KCNA1,0.514152964,0.482953196,0.545352733,0.45086218,0.613818633,0.513269634,0.586239727,0.484727774,0.435999837
SHQ1,0.514141993,0.60610595,0.422178037,0.611240576,0.472956521,0.615356375,0.426178924,0.591720899,0.367398666
TSSC4,0.514126951,0.511417694,0.516836207,0.356048833,0.405358343,0.511678282,0.457335487,0.666525967,0.687814792
LZTFL1,0.514099354,0.454319044,0.573879663,0.447499644,0.524614038,0.462642255,0.502056203,0.452815234,0.69496875
STAB1,0.514003217,0.414817554,0.613188879,0.376217944,0.809052722,0.255239246,0.777872407,0.612995474,0.252641508
KLF16,0.513985573,0.378285909,0.649685236,0.428093975,0.58775711,0.339449915,0.703941395,0.367313839,0.657357202
DNER,0.513845552,0.477986867,0.549704237,0.478902544,0.546113912,0.472773974,0.5588868,0.482284082,0.544111999
GLA,0.513831753,0.587604874,0.440058632,0.632617621,0.435825433,0.527142557,0.443663434,0.603054445,0.44068703
WNT7A,0.5138123,0.530591956,0.497032644,0.637750663,0.332245061,0.527656947,0.463525811,0.426368257,0.695327058
FAM160B1,0.513772035,0.411943394,0.615600676,0.451130233,0.493617628,0.574602162,0.506739324,0.210097788,0.846445076
ZNF843,0.513688792,0.448601488,0.578776096,0.247877632,0.431822284,0.595117366,0.478139102,0.502809465,0.8263669
TPR,0.513628621,0.541319499,0.485937744,0.407493943,0.555088593,0.636014088,0.46832769,0.580450465,0.434396949
KCNJ9,0.513585416,0.523011602,0.50415923,0.382517525,0.570576619,0.714208158,0.537207771,0.472309123,0.4046933
ATF2,0.513555896,0.547533801,0.479577992,0.530390407,0.499695981,0.595570003,0.463998127,0.516640992,0.475039869
SLC1A4,0.513544247,0.560075733,0.46701276,0.584038301,0.396877015,0.565359428,0.445616488,0.530829471,0.558544778
NOS1AP,0.513540628,0.459302339,0.567778916,0.434221866,0.608262814,0.383901899,0.569719528,0.55978325,0.525354407
PIM2,0.513514727,0.58891347,0.438115984,0.658987914,0.525184074,0.590527216,0.454021132,0.51722528,0.335142747
UBC,0.513498327,0.554043526,0.472953128,0.427823207,0.401856012,0.588494764,0.482318012,0.645812607,0.53468536
POLR1A,0.513477403,0.623770746,0.403184061,0.680582116,0.377847298,0.50613875,0.389402072,0.684591372,0.442302812
PHACTR4,0.513423114,0.584050064,0.442796164,0.482360765,0.460401469,0.61957668,0.409970209,0.650212746,0.458016816
ZDHHC4,0.513398684,0.426403997,0.60039337,0.320678072,0.439802116,0.423140765,0.531603092,0.535393155,0.829774903
NT5C1A,0.513386243,0.428438485,0.598334001,0.508479292,0.465150415,0.531245462,0.552415529,0.2455907,0.777436058
INHA,0.513377534,0.508957489,0.517797578,0.64126996,0.353117217,0.661038009,0.439912052,0.224564499,0.760363466
SMARCE1,0.513350842,0.680364733,0.34633695,0.815836834,0.357867521,0.744754647,0.300686758,0.480502718,0.380456572
KHDRBS3,0.513239775,0.440018368,0.586461182,0.651880102,0.627722094,0.337025224,0.618708732,0.331149777,0.512952721
ANAPC13,0.513151442,0.443661625,0.582641259,0.47700378,0.572769223,0.42717038,0.581923059,0.426810714,0.593231496
C3orf14,0.513146013,0.444254508,0.582037518,0.408148128,0.666751946,0.459215928,0.637160947,0.465399467,0.442199662
SMG1,0.513102355,0.499747555,0.526457156,0.588010234,0.641591623,0.552020576,0.525657069,0.359211857,0.412122775
SYT6,0.513060055,0.607679431,0.418440679,0.573813612,0.369531552,0.606634817,0.35962649,0.642589866,0.526163994
COX18,0.513058246,0.532058442,0.494058049,0.445704708,0.490444425,0.578810253,0.410907376,0.571660367,0.580822345
C4orf45,0.513053156,0.360540358,0.665565953,0.7147463,0.816633528,0.288634559,0.953725935,0.078240216,0.226338398
SPAST,0.51303653,0.51453231,0.51154075,0.50358105,0.556903888,0.436719847,0.534265298,0.603296032,0.443453064
MRPL33,0.51292863,0.435206989,0.590650271,0.361696944,0.565752346,0.387087996,0.660075055,0.556836026,0.546123413
RHOA,0.512926707,0.405173986,0.620679429,0.303035444,0.607279501,0.479860748,0.651065086,0.432625764,0.6036937
GKAP1,0.512901599,0.57871864,0.447084558,0.555530371,0.32238886,0.699360745,0.408775168,0.481264802,0.610089645
H2AFY,0.512897414,0.535983324,0.489811503,0.789224275,0.572226332,0.510007533,0.551277492,0.308718164,0.345930686
DYNLT3,0.512857262,0.48091984,0.544794685,0.459555236,0.629447811,0.399518183,0.560876499,0.5836861,0.444059745
N4BP3,0.51284188,0.477332908,0.548350853,0.432219274,0.734326373,0.425056495,0.594429251,0.574722956,0.316296935
DVL3,0.512803199,0.541297104,0.484309295,0.639058354,0.248326197,0.626477514,0.324612681,0.358355445,0.879989006
PIK3R1,0.512786234,0.49238662,0.533185848,0.561635869,0.500184583,0.452399921,0.545701993,0.463124071,0.553670967
GLRB,0.512757167,0.482466403,0.543047931,0.49563515,0.533013932,0.436651986,0.555726491,0.515112073,0.540403369
DUSP1,0.512724706,0.5205566,0.504892813,0.328535753,0.415713326,0.385652726,0.587418481,0.847481321,0.511546631
USP21,0.512722784,0.412712491,0.612733076,0.320068676,0.515571495,0.402981833,0.533655902,0.515086964,0.788971831
TAOK2,0.512716111,0.675003223,0.350428998,0.674901431,0.276391669,0.699138838,0.257923846,0.650969401,0.516971478
AFF4,0.512712717,0.448645824,0.576779611,0.451901818,0.537642085,0.435529557,0.533231089,0.458506097,0.659465659
PREP,0.512674941,0.555450521,0.469899361,0.601368766,0.412057628,0.48361281,0.4793355,0.581369988,0.518304956
ROCK1,0.512656845,0.423407687,0.601906003,0.556362353,0.512840071,0.492738143,0.584520118,0.221122565,0.70835782
CDC27,0.512594073,0.630814315,0.394373831,0.544460807,0.447773125,0.702663563,0.393267462,0.645318576,0.342080904
LAT,0.51257247,0.434887587,0.590257353,0.420371338,0.521763856,0.442585115,0.585033829,0.441706309,0.663974376
GNG10,0.512561499,0.459748867,0.565374132,0.296633392,0.577421128,0.363295082,0.626889433,0.719318128,0.491811834
SMCHD1,0.512529944,0.381350308,0.64370958,0.316836433,0.607272036,0.427960287,0.688088953,0.399254202,0.635767751
AGPAT2,0.512503365,0.474475035,0.550531695,0.729659539,0.368840044,0.6034589,0.531569161,0.090306666,0.751185879
UROS,0.512335068,0.427342069,0.597328067,0.312772888,0.537067977,0.365316676,0.557549929,0.603936645,0.697366296
ARMC10,0.51232127,0.513243394,0.511399145,0.558491168,0.478266003,0.591695112,0.485833916,0.389543903,0.570097517
ZNF354B,0.512320026,0.438101055,0.586538997,0.45807857,0.713706662,0.330665246,0.705433669,0.525559348,0.340476659
CMTR1,0.512257593,0.501056603,0.523458583,0.524917379,0.597551558,0.430693748,0.513800311,0.547558683,0.45902388
SFXN1,0.512223549,0.53233871,0.492108388,0.408851173,0.459118208,0.584393895,0.468079316,0.603771063,0.549127641
MRPS11,0.512158968,0.45518835,0.569129586,0.439605996,0.456376604,0.455003766,0.584477365,0.470955286,0.666534789
TRABD,0.512158289,0.282850499,0.741466079,0.130332046,0.813539044,0.131724564,0.793970507,0.586494887,0.616888687
TXNDC9,0.512121644,0.68255123,0.341692058,0.456130946,0.301119036,0.752708691,0.342490109,0.838814053,0.381467029
PRRT3,0.512107732,0.548275753,0.475939712,0.4278266,0.537991572,0.530186823,0.498650235,0.686813836,0.391177329
ZNF211,0.512106941,0.40878399,0.615429891,0.345395259,0.454650887,0.569849144,0.547587864,0.311107567,0.844050923
ARF6,0.512080701,0.436549968,0.587611434,0.528936814,0.510526673,0.348781547,0.5672643,0.431931541,0.68504333
PKNOX2,0.512045526,0.445390509,0.578700543,0.322470294,0.604109013,0.489298923,0.628389851,0.52440231,0.503602766
GLRX5,0.512008994,0.53372693,0.490291058,0.626632238,0.539499454,0.578380689,0.552139333,0.396167862,0.379234387
SRSF10,0.511955723,0.455013267,0.568898178,0.560584016,0.554343474,0.365457827,0.523731839,0.438997957,0.628619222
THUMPD2,0.51194249,0.504881276,0.519003703,0.654477161,0.466068581,0.60252309,0.508235669,0.257643578,0.582706859
PARP14,0.511934346,0.522423017,0.501445676,0.594349853,0.415958985,0.492431409,0.405042108,0.480487788,0.683335935
SOX21,0.511886278,0.530123711,0.493648844,0.409119904,0.357751478,0.551280885,0.495437673,0.629970345,0.627757382
MLXIP,0.511868747,0.796833583,0.22690391,0.906875725,0.277972163,0.835957763,0.181445314,0.647667262,0.221294254
SOBP,0.511763788,0.592337308,0.431190268,0.53403864,0.450016626,0.647025292,0.446247599,0.595947991,0.397306578
RPL36AL,0.51168586,0.753308134,0.270063586,0.893976615,0.325206469,0.804907742,0.242112121,0.561040045,0.242872169
ATG5,0.511675342,0.594999514,0.42835117,0.624035858,0.459225429,0.601176718,0.472453668,0.559785965,0.353374412
MED15,0.511665162,0.62150372,0.401826605,0.670618693,0.584084447,0.536644521,0.415879587,0.657247945,0.205515781
MAP4K4,0.511561221,0.465083458,0.558038984,0.377193792,0.566835416,0.485941137,0.638705474,0.532115446,0.468576063
ZNF71,0.511549798,0.582907955,0.440191641,0.505342734,0.448421881,0.577514098,0.516767893,0.665867032,0.355385148
KCNB1,0.511489967,0.480195532,0.542784402,0.52366737,0.568541453,0.584755597,0.594268419,0.332163628,0.465543333
ZNF385A,0.511479787,0.361046153,0.661913422,0.372661324,0.482536526,0.443014,0.642112121,0.267463134,0.86109162
TAL1,0.511479335,0.704495597,0.318463073,0.82679307,0.331251569,0.504170088,0.331000482,0.782523633,0.293137168
WFDC1,0.511459316,0.428874608,0.594044024,0.358126073,0.737796809,0.259051704,0.765389966,0.669446047,0.278945297
DHRS12,0.511436243,0.547082069,0.475790417,0.72654334,0.592389335,0.547306917,0.466677298,0.367395951,0.368304617
OCLN,0.511435225,0.57157554,0.45129491,0.735641529,0.472288764,0.522841496,0.402206177,0.456243596,0.47938979
SERINC1,0.511402991,0.517996412,0.504809569,0.521282039,0.592241397,0.493177885,0.576291913,0.539529313,0.345895398
FAM228A,0.511402086,0.419221991,0.603582181,0.699028224,0.608579727,0.384387109,0.70477677,0.17425064,0.497390047
CEP290,0.511379239,0.56275219,0.460006288,0.360800494,0.513993716,0.637465645,0.480477609,0.689990432,0.38554754
RHOU,0.511326194,0.400528641,0.622123748,0.220010315,0.531782925,0.440539092,0.627669162,0.541036516,0.706919157
STIM2,0.511288079,0.341817828,0.680758329,0.330249934,0.588387543,0.116745499,0.702501374,0.578458051,0.751386071
NFU1,0.511270209,0.529831681,0.492708736,0.46277187,0.544494737,0.532920962,0.561507611,0.593802211,0.372123861
HIPK2,0.511248832,0.466839261,0.555658403,0.565323462,0.493076772,0.430476591,0.562847875,0.40471773,0.611050564
ING4,0.511242612,0.43608489,0.586400333,0.463051459,0.559393726,0.409285486,0.569250606,0.435917725,0.630556668
MCM3,0.511233224,0.692618254,0.329848194,0.686292659,0.264318433,0.790080009,0.202414511,0.601482095,0.522811637
SEC24C,0.511226325,0.466656714,0.555795936,0.36118934,0.733646401,0.272706791,0.609050686,0.76607401,0.324690721
TMED7,0.511213092,0.493549992,0.528876191,0.408019191,0.56888619,0.525520667,0.547579042,0.547110119,0.470163343
TBC1D12,0.511155523,0.472670824,0.549640221,0.616621313,0.548413738,0.532070657,0.5198807,0.269320503,0.580626226
PPP1R13B,0.51115541,0.496569828,0.525740991,0.639823832,0.452034827,0.442355743,0.519940418,0.40752991,0.605247728
TCAF2,0.511117633,0.667754712,0.354480554,0.609710299,0.398269532,0.677546672,0.316541915,0.716007166,0.348630216
ZCRB1,0.51110768,0.418191853,0.604023507,0.595320272,0.630752787,0.405541569,0.683530019,0.25371372,0.497787716
MOBP,0.511094221,0.431157016,0.591031427,0.334426129,0.538406884,0.442773092,0.624012785,0.516271826,0.610674611
ETAA1,0.511090489,0.303612267,0.718568711,0.256441751,0.6937486,0.353734757,0.726047272,0.300660292,0.73591026
PAQR8,0.511055653,0.64637631,0.375734996,0.796949626,0.295887594,0.771846307,0.35462985,0.370332996,0.476687545
NET1,0.511052713,0.433789589,0.588315836,0.376711297,0.640195713,0.542354386,0.632707198,0.382303083,0.492044599
NUP93,0.511006001,0.528639128,0.493372874,0.65436994,0.481807016,0.48310792,0.433321344,0.448439525,0.564990262
CHD1,0.510986095,0.500837863,0.521134327,0.649219254,0.44929933,0.558246866,0.452450139,0.295047469,0.661653513
RNF208,0.510980666,0.37009616,0.651865173,0.351380642,0.679011801,0.352614364,0.685730088,0.406293474,0.59085363
MOCS1,0.510977612,0.568191288,0.453763937,0.689989753,0.418319207,0.676527392,0.374807104,0.338056719,0.568165501
RPL27,0.510948432,0.589333532,0.432563332,0.695776301,0.356977857,0.548955951,0.392574597,0.523268345,0.548137542
SOGA1,0.510889279,0.595103116,0.426675443,0.555480833,0.461532041,0.617585624,0.478760035,0.61224289,0.339734254
D2HGDH,0.510884755,0.363276533,0.658492977,0.165610516,0.791904804,0.185595043,0.709039828,0.738624041,0.474534301
LMAN2L,0.510817573,0.507716981,0.513918164,0.517972435,0.452231625,0.508057194,0.498325179,0.497121316,0.591197687
DNM1,0.510790767,0.515529874,0.506051661,0.477011923,0.45722623,0.51047917,0.548381164,0.559098528,0.512547588
OSBPL11,0.510788505,0.476674199,0.544902811,0.639636534,0.48634152,0.622766848,0.520152145,0.167619216,0.628214768
SOCS5,0.510736478,0.561313527,0.460159429,0.625790077,0.298954255,0.694347817,0.343482923,0.363802686,0.73804111
CMSS1,0.51070594,0.62301771,0.398394171,0.641188526,0.411219539,0.660094056,0.354881616,0.567770547,0.429081359
INS-IGF2,0.510679474,0.296208805,0.725150144,0.262030144,0.913499006,0.356914746,0.910134434,0.269681526,0.351816991
ZNF350,0.51067676,0.635098637,0.386254883,0.561944639,0.286416846,0.878376618,0.242602081,0.464974654,0.629745723
C17orf89,0.510628465,0.403639864,0.617617067,0.385449141,0.716165962,0.335355153,0.660117808,0.490115297,0.476567431
MECOM,0.510613083,0.540680922,0.480545244,0.669797569,0.384053909,0.454894509,0.494813347,0.497350688,0.562768477
SLC17A7,0.510579944,0.494611572,0.526548316,0.477679002,0.53881066,0.594357996,0.545743389,0.411797718,0.4950909
DCBLD1,0.51056264,0.44549954,0.575625739,0.717281605,0.566650832,0.388760781,0.561295883,0.230456233,0.598930503
EPB41,0.510528822,0.569119181,0.451938463,0.638704796,0.625275687,0.563362944,0.560845283,0.505289802,0.16969442
HIBADH,0.510510047,0.416717676,0.604302418,0.252229589,0.758212257,0.475137589,0.766658297,0.52278585,0.288036699
TTC27,0.510462091,0.575190974,0.445733209,0.460326821,0.611050564,0.549418766,0.471894489,0.715827333,0.254254576
PDE6A,0.510409159,0.436614888,0.584203431,0.271667832,0.459631241,0.371114761,0.653150469,0.667062073,0.639828582
SLC46A1,0.510340167,0.489989074,0.53069126,0.595316879,0.569055165,0.603455507,0.531649916,0.271194837,0.491368698
RSAD2,0.510258168,0.515963056,0.504553279,0.719187834,0.462957132,0.376230838,0.400323699,0.452470497,0.650379006
ZNF267,0.510214849,0.648846468,0.371583231,0.663223149,0.317905252,0.649265399,0.301478702,0.634050855,0.495365739
HNRNPAB,0.510195509,0.431012244,0.589378773,0.573962907,0.663829831,0.464869468,0.644180539,0.254204358,0.460125951
FILIP1,0.510183972,0.543339056,0.477028889,0.489497079,0.372968736,0.66377622,0.370599013,0.47674387,0.687518916
NKTR,0.51017877,0.480819631,0.539537909,0.505738367,0.583415333,0.550782782,0.522946681,0.385937744,0.512251712
HINT2,0.510157846,0.54381386,0.476501831,0.548748295,0.410122897,0.511391228,0.422959575,0.571302058,0.596423021
SNX17,0.510076412,0.513012213,0.507140611,0.616746178,0.479296141,0.447836915,0.469693063,0.474453545,0.572432631
PTGIS,0.5100625,0.613214666,0.406910335,0.530479984,0.405709186,0.775554259,0.394233131,0.533609756,0.420788686
KBTBD2,0.510058881,0.500567096,0.519550667,0.5794434,0.549089638,0.437107337,0.539815688,0.485150551,0.469746673
KCNIP1,0.510044743,0.626708922,0.393380565,0.621064204,0.385784377,0.534434951,0.458623498,0.72462761,0.33573382
HIP1R,0.510018164,0.486109207,0.533927121,0.54889284,0.630995053,0.360053339,0.628429889,0.549381443,0.342356422
GZF1,0.509991924,0.619341427,0.400642422,0.52889474,0.497853541,0.598703846,0.391951628,0.730425695,0.312122096
GSTT2B,0.509978013,0.578402631,0.441553395,0.60913212,0.213368033,0.503970575,0.274170563,0.622105199,0.837121587
EFS,0.509955392,0.49133703,0.528573755,0.433876451,0.541284211,0.338975563,0.555292856,0.701159074,0.489144199
SARS,0.50992214,0.517999127,0.501845154,0.469397186,0.501526883,0.432221988,0.51673532,0.652378206,0.487273258
TWSG1,0.509819896,0.47233966,0.547300131,0.556246989,0.494350532,0.561316241,0.491265549,0.299455751,0.656284312
PCDHGA5,0.509805758,0.83420558,0.185405936,0.717785137,0.355227709,0.897243467,0.130551239,0.887588135,0.07043886
RARS,0.509778161,0.56694422,0.452612102,0.504816808,0.457315128,0.512721313,0.511739358,0.683294539,0.388781819
UBXN1,0.509753278,0.44423053,0.575276027,0.526256964,0.429595071,0.535589954,0.535078278,0.270844672,0.761154731
NAV3,0.509573332,0.530149951,0.488996713,0.489058015,0.6023514,0.653018139,0.549935871,0.4483737,0.314702869
ACTA2,0.509515084,0.784801516,0.234228652,0.61958143,0.303304854,0.903015764,0.201480059,0.831807355,0.197901044
TMEM14A,0.509481154,0.562881353,0.456080954,0.575485719,0.491159006,0.577594175,0.465008584,0.535564166,0.412075272
FPR1,0.509461361,0.425183848,0.593738874,0.227734987,0.61713706,0.388951472,0.657693795,0.658865085,0.506385765
XPO1,0.509282093,0.547159658,0.471404529,0.656213737,0.435565524,0.574879716,0.454529415,0.410385521,0.524118649
DMXL2,0.509274289,0.504713432,0.513835146,0.489901533,0.587420517,0.497886793,0.533455032,0.52635197,0.42062989
DDX1,0.509235608,0.59993146,0.418539757,0.545530982,0.425574278,0.615923018,0.439683358,0.63834038,0.390361634
FOXP2,0.509230632,0.654349808,0.364111456,0.80163139,0.370214239,0.67137467,0.260740097,0.490043363,0.461380031
USP16,0.50922803,0.436246401,0.58220966,0.357567573,0.544923622,0.483332542,0.621890757,0.467839087,0.579814602
MRPL37,0.509193421,0.449537524,0.568849318,0.316211429,0.534441738,0.403613624,0.502130172,0.628787519,0.669976045
EMCN,0.509177247,0.403558204,0.614796291,0.445816679,0.56287977,0.295797338,0.614600398,0.469060594,0.666908706
ZNF343,0.509161865,0.382223233,0.636100498,0.10859805,0.701467165,0.390599149,0.726527732,0.647472499,0.480306598
GRID2,0.509129066,0.567771904,0.450486228,0.430664567,0.338776729,0.604946423,0.335878365,0.667704721,0.676803589
DHX15,0.509121601,0.472557269,0.545685933,0.353485705,0.58370578,0.405536818,0.626674312,0.658649285,0.426677705
C5orf45,0.509120244,0.571558575,0.446681913,0.565457149,0.501306334,0.508755488,0.475341174,0.640463087,0.363398232
ANKRD46,0.509104409,0.559950416,0.458258403,0.511235147,0.498671272,0.680689337,0.47331483,0.487926764,0.402789107
FAM174B,0.509032363,0.476202336,0.54186239,0.492637029,0.410372627,0.540999192,0.499249452,0.394970786,0.715965092
CRIPAK,0.508904444,0.610713518,0.40709537,0.682848011,0.507749103,0.706163858,0.351882138,0.443128686,0.36165487
CLOCK,0.50890173,0.3863612,0.63144226,0.436270604,0.575599726,0.449599957,0.628288058,0.273213038,0.690438996
CNIH1,0.508873567,0.479494749,0.538252386,0.482653927,0.608541725,0.380181733,0.562288018,0.575648586,0.443927415
BCAM,0.50887221,0.310158411,0.707586009,0.20091138,0.616298971,0.32444167,0.746888212,0.405122185,0.759570844
ABHD16A,0.508827874,0.373909975,0.643745773,0.38812967,0.76283091,0.280616047,0.67378036,0.452984209,0.494626049
ZNF75D,0.508815998,0.500785836,0.51684616,0.552521393,0.544891727,0.436706275,0.578876078,0.513129839,0.426770676
TTI2,0.508785574,0.51230962,0.505261527,0.473463446,0.660625411,0.445338934,0.519229229,0.61812648,0.33592994
STYXL1,0.508783425,0.503201026,0.514365823,0.293953542,0.593088987,0.605243657,0.586947523,0.61040588,0.36306096
CCDC65,0.508776412,0.332491625,0.6850612,0.562494995,0.567647717,0.245929329,0.713581797,0.18905055,0.773954085
MOB3A,0.508747006,0.511421087,0.506072924,0.415491419,0.346452541,0.464652312,0.450432617,0.654119531,0.721333614
