gene,all-related_score,abeta-related_score,tau-related_score,CERAD_score,BRAAK_score,PLAQUES_score,TANGLES_score,ABETA_IHC_score,TAU_IHC_score
LIMCH1,0.693185463,0.767844742,0.618526184,0.801973412,0.675951248,0.828098725,0.667716936,0.673462089,0.511910369
EFNA3,0.693169968,0.773401919,0.612938018,0.689058015,0.689379,0.863597066,0.65284645,0.767550676,0.496588603
ATG16L2,0.693143389,0.704109918,0.682176861,0.658158647,0.759790715,0.780464715,0.664637382,0.673706391,0.622102484
SLC35F2,0.693083671,0.74463227,0.641535072,0.825308261,0.645451584,0.784241885,0.645349113,0.624346664,0.633804518
SHROOM2,0.693027459,0.644207909,0.741847009,0.72130104,0.730002918,0.633282663,0.718809167,0.578040025,0.776728941
WDHD1,0.692959371,0.818801928,0.567116814,0.811553417,0.638091328,0.829662253,0.470189809,0.815190114,0.593069307
FGFR4,0.692917637,0.62992352,0.755911753,0.598916252,0.796971342,0.801387767,0.864173888,0.489466541,0.606590028
KCNS1,0.692875336,0.627808278,0.757942395,0.690171622,0.820027959,0.581967169,0.793738421,0.611286043,0.660060804
TUBA1C,0.692835411,0.633707024,0.751963798,0.479123094,0.658624855,0.824028393,0.708917677,0.597969584,0.888348862
CALM1,0.692762347,0.654671019,0.730853675,0.588878182,0.733089937,0.682596923,0.734399663,0.692537952,0.725071424
SLC29A2,0.692699914,0.593550897,0.791848931,0.828820771,0.71411926,0.611672853,0.804378423,0.340159067,0.857049111
TSNAX,0.692675145,0.710829109,0.674521181,0.65826451,0.62189415,0.716110316,0.685044008,0.758112501,0.716625384
USP12,0.692632392,0.625533561,0.759731223,0.618002972,0.647792805,0.717819068,0.743286124,0.540778643,0.88811474
GRAMD3,0.692552316,0.809747397,0.575357234,0.79915241,0.304201983,0.911286722,0.469133884,0.718803059,0.952735836
B3GALNT2,0.69251929,0.738293329,0.64674525,0.528950386,0.726500587,0.806292795,0.646322926,0.879636805,0.567412238
FYN,0.692278947,0.651033417,0.733524477,0.766410603,0.65019103,0.66904295,0.691775867,0.5176467,0.858606532
CCNT1,0.692277363,0.503793231,0.880761496,0.385419961,0.787261043,0.445494337,0.892189144,0.680465394,0.962834303
ZNF469,0.692227033,0.651558665,0.732895401,0.479312427,0.810855123,0.633776695,0.830439946,0.841586873,0.557391133
SEMA3B,0.692195477,0.844335037,0.540055918,0.740847861,0.46192428,0.889353212,0.435790145,0.902804036,0.722453328
KMT2D,0.692175345,0.682526121,0.701824569,0.723683657,0.650462476,0.68015866,0.675395463,0.643736046,0.779615768
SH3BGRL2,0.692118115,0.690754778,0.693481452,0.66230634,0.781710652,0.723984283,0.676281055,0.68597371,0.62245265
MATN3,0.692116758,0.647645546,0.73658797,0.867956487,0.540014522,0.702980476,0.768409123,0.371999674,0.901340264
C21orf91,0.692035777,0.724614943,0.65945661,0.565424575,0.675515578,0.757489532,0.677632177,0.85093072,0.625222077
BST1,0.692025484,0.509603983,0.874446985,0.502470837,0.893645451,0.559957654,0.909746266,0.466383458,0.81994924
SNAPC5,0.691998566,0.725271842,0.65872529,0.789209346,0.822664377,0.766378029,0.823822094,0.62022815,0.329689398
CA7,0.691731531,0.669802772,0.71366029,0.554714676,0.752807769,0.813435216,0.771148691,0.641258423,0.61702441
TTLL9,0.691613452,0.598334227,0.784892677,0.420783936,0.758613318,0.566493394,0.821622704,0.807725351,0.774442009
CBX7,0.691607684,0.655895014,0.727320354,0.587005205,0.743731296,0.643915879,0.730479984,0.736763957,0.707749781
TMEM263,0.691593998,0.738699593,0.644488404,0.616483554,0.582873119,0.791378877,0.614538644,0.808236348,0.736053448
FAM193B,0.69137424,0.800461684,0.582286796,0.818399283,0.65779423,0.786435847,0.640235751,0.796549922,0.448830407
IFITM3,0.691369829,0.711065946,0.671673713,0.700393597,0.546520403,0.828989068,0.610433703,0.603815172,0.858067034
ANPEP,0.691330017,0.417089104,0.96557093,0.308978074,0.96064577,0.368299866,0.978569344,0.573989373,0.957497676
FAM101B,0.691313165,0.639325502,0.743300828,0.777985057,0.790700263,0.546074553,0.803327248,0.593916897,0.635874972
SMC6,0.691302646,0.662627551,0.719977741,0.655009195,0.788380757,0.728400708,0.730220753,0.60447275,0.641331714
FLRT2,0.691294503,0.51460266,0.867986346,0.479417613,0.763563135,0.702794536,0.899645763,0.361595831,0.940750141
SUMF2,0.691250619,0.59572812,0.786773119,0.562339592,0.758763292,0.599679015,0.784575764,0.625165752,0.8169803
XPO6,0.691210581,0.609610091,0.772811071,0.668992053,0.755216851,0.717937825,0.795677224,0.441900393,0.767539139
FMO2,0.691143285,0.715667406,0.666619164,0.523727767,0.828978888,0.794151019,0.819928203,0.829123433,0.3509504
ZNF749,0.69114091,0.657417825,0.724863994,0.644579564,0.69922095,0.596750114,0.783594487,0.730923798,0.691776546
NDST2,0.69111139,0.512308489,0.869914291,0.483031915,0.843248122,0.543865661,0.871190087,0.510027891,0.895304664
RASA2,0.691107092,0.562544987,0.819669198,0.694968071,0.912793246,0.433315916,0.888324432,0.559350973,0.657889915
EPHA1,0.690938456,0.914512178,0.467364735,0.90219464,0.326075096,0.88757117,0.332646123,0.953770723,0.743372987
WWP1,0.690921152,0.608098363,0.773743941,0.554103923,0.817698274,0.667655861,0.808150843,0.602535305,0.695382705
IFNGR1,0.690919229,0.721815657,0.660022801,0.811134033,0.80652081,0.680241451,0.749150035,0.674071485,0.42439756
PLK2,0.690609215,0.599720411,0.78149802,0.560749598,0.740122422,0.685494608,0.815439166,0.552917026,0.788932471
UBA5,0.690594173,0.723551327,0.657637018,0.582689215,0.640388439,0.703382895,0.647348991,0.884581871,0.685173624
C1orf35,0.690535699,0.649376466,0.731694931,0.74175992,0.744479808,0.580595688,0.766939922,0.625773791,0.683665063
XRCC6,0.690496113,0.693987925,0.6870043,0.671468997,0.642735768,0.652354454,0.665311925,0.758140324,0.752965207
TAS2R30,0.690478129,0.591006544,0.789949715,0.784272423,0.688525302,0.587586099,0.874064021,0.40116111,0.807259821
RELB,0.690286647,0.539316454,0.84125684,0.372108931,0.801830224,0.45470789,0.818551972,0.79113254,0.903388324
C19orf54,0.690266062,0.587939658,0.792592467,0.474580446,0.816155104,0.600715939,0.85970996,0.688522588,0.701912337
FLRT3,0.690235864,0.589201881,0.791269847,0.474982186,0.682445592,0.640391154,0.790816984,0.652232303,0.900546964
ZNF66,0.690213696,0.76364864,0.616778751,0.686936665,0.554755393,0.843201976,0.464854539,0.76080728,0.830726321
SLFN11,0.690096295,0.799028676,0.581163915,0.933380384,0.489872353,0.805793335,0.512754565,0.657912309,0.740864827
MUC5B,0.690064627,0.576166143,0.80396311,0.344175788,0.923009114,0.466741088,0.88199567,0.917581553,0.606884547
FANCE,0.690052072,0.55881351,0.821290635,0.505485244,0.945507231,0.563641176,0.946466792,0.60731411,0.571897882
CALM2,0.689942702,0.732487327,0.647398078,0.733573111,0.649139856,0.747297417,0.656737627,0.716591454,0.63631675
KANK2,0.689900967,0.503179537,0.876622398,0.464049023,0.835454231,0.425338798,0.891944164,0.620150788,0.902468801
ZHX3,0.689531122,0.822084388,0.556977857,0.772027497,0.475711019,0.856724733,0.520280404,0.837500933,0.674942148
HLF,0.689525015,0.634721779,0.744328251,0.639891693,0.601934731,0.790673797,0.764701851,0.473599848,0.86634817
AGO4,0.689524676,0.76534563,0.613703721,0.658415163,0.612260534,0.781167082,0.573164856,0.856454645,0.655685774
ANKLE1,0.68951608,0.644007039,0.73502512,0.507857681,0.558132859,0.655711562,0.743036394,0.768451876,0.903906107
ASPA,0.689468803,0.509810056,0.86912755,0.373287685,0.823034901,0.489786847,0.889107554,0.666355635,0.895240196
IPO5,0.689468464,0.687629531,0.691307397,0.578469588,0.700544249,0.654917582,0.682949803,0.829501422,0.690428138
RNF41,0.689365993,0.703040421,0.675691565,0.586553926,0.615897909,0.742937316,0.638273197,0.779630019,0.772903589
NTAN1,0.68933964,0.599325231,0.779354049,0.289361356,0.716748892,0.767368807,0.777546672,0.74124553,0.843766584
SLC2A3,0.689302429,0.757929049,0.62067581,0.751894353,0.614002538,0.750733922,0.626789677,0.771158871,0.621235215
SIGLEC11,0.689299828,0.892748548,0.485851107,0.917273461,0.287970874,0.964986869,0.325145393,0.795985315,0.844437055
LCMT1,0.689228234,0.707703409,0.670753059,0.57718022,0.569483371,0.740131923,0.604581329,0.805798085,0.838194477
DYNC1LI1,0.689166593,0.742610224,0.635722962,0.750960579,0.584283281,0.710104575,0.623737946,0.766765518,0.69914766
CABP1,0.689156301,0.608504401,0.769808201,0.535733142,0.765085268,0.668673783,0.827269458,0.621106278,0.717069877
SNTB1,0.689149062,0.483572093,0.894726032,0.421639669,0.857102722,0.535500377,0.909300416,0.493576232,0.917774958
SLITRK3,0.689100881,0.633441685,0.744760076,0.688889718,0.671788625,0.667693863,0.738588074,0.543741475,0.823903528
ZDHHC7,0.689082106,0.636027434,0.742136777,0.508593978,0.688122884,0.480827774,0.659645492,0.91866055,0.878641956
KIF6,0.689026912,0.686647349,0.691406474,0.708653017,0.634719291,0.830127105,0.664632632,0.521161924,0.7748675
KSR1,0.689009155,0.821743271,0.556275038,0.722584301,0.459207785,0.82883095,0.495433601,0.913814562,0.714183728
RTP1,0.688961991,0.629315934,0.748608048,0.762522818,0.678538128,0.670801241,0.77416717,0.454623742,0.793118846
SYT9,0.688913583,0.660876273,0.716950893,0.760260995,0.68105036,0.610282372,0.772022069,0.612085451,0.697780251
TPST2,0.688877729,0.749694058,0.628061401,0.845503159,0.61581919,0.765727916,0.597156604,0.637851098,0.671208409
B4GALT7,0.688822762,0.633769004,0.743876519,0.491887839,0.774916361,0.640992406,0.769463012,0.768426767,0.687250185
GPT,0.688785325,0.647563434,0.730007216,0.561211056,0.747754803,0.59613461,0.723378959,0.785344635,0.718887886
C4orf50,0.688760103,0.608158986,0.76936122,0.587157215,0.846877354,0.659003522,0.861304705,0.578316221,0.599901601
POLG,0.688745852,0.583793773,0.79369793,0.606495701,0.779488189,0.609642438,0.814004574,0.535243182,0.787601029
ZNF860,0.688697105,0.519164535,0.858229675,0.411516093,0.735285256,0.488192781,0.8941897,0.65778473,0.945214069
TPPP3,0.688599045,0.806777779,0.570420311,0.814124689,0.357246588,0.861622297,0.417020338,0.74458635,0.936994008
COPS4,0.688577442,0.703192656,0.673962228,0.677089285,0.610202974,0.654474447,0.651350783,0.778014237,0.760332928
THEM4,0.688569186,0.737913757,0.639224615,0.640166532,0.620086998,0.625492165,0.656333173,0.948082574,0.641253673
UNC5D,0.688508563,0.629831002,0.747186124,0.575587511,0.70710849,0.753234617,0.720721503,0.560670879,0.813728378
BUB3,0.688487752,0.603346928,0.773628576,0.54918193,0.715012317,0.54057913,0.76217401,0.720279725,0.843699401
HLA-DPB1,0.688420343,0.731432307,0.645408379,0.889440075,0.644252472,0.848801906,0.635242503,0.456054941,0.656730162
VANGL1,0.688398175,0.811641863,0.565154487,0.835883115,0.40411512,0.894474718,0.49176976,0.704567756,0.79957858
CACNB1,0.688389127,0.71742909,0.659349163,0.624170902,0.625605494,0.787381836,0.631352004,0.740734533,0.721089991
RARRES3,0.688372388,0.684711487,0.692033288,0.854976622,0.83995209,0.747999783,0.779260853,0.451158056,0.456886922
ZNF652,0.688308372,0.738281114,0.638335629,0.75994001,0.590903168,0.772185615,0.610608785,0.682717717,0.713494934
SMIM8,0.68827953,0.747532443,0.629026618,0.761861848,0.585607937,0.817568659,0.613300172,0.663166824,0.688171744
AKR7L,0.688217098,0.714453364,0.661980831,0.711053957,0.531224425,0.601614425,0.612997509,0.830691712,0.84172056
GGN,0.688174458,0.722410349,0.653938567,0.549302723,0.57706757,0.908816564,0.729504815,0.709111761,0.655243317
SERF1B,0.688132271,0.480515838,0.895748704,0.369660489,0.834676538,0.690499393,0.901068818,0.381387632,0.951500757
RIN2,0.68804111,0.727483221,0.648599,0.716654565,0.532409965,0.792016775,0.653812797,0.673778324,0.759574237
GSDMB,0.688009442,0.665754608,0.710264275,0.794184271,0.754621028,0.560731954,0.758941768,0.6423476,0.61723003
ANGEL2,0.687964766,0.600446076,0.775483457,0.472169328,0.644981304,0.617048161,0.733080436,0.712120739,0.948388629
LMO4,0.687942146,0.608758429,0.767125863,0.644642675,0.712491941,0.677925339,0.757258125,0.503707273,0.831627522
VEZF1,0.687865915,0.682491964,0.693239865,0.54265637,0.654747929,0.738795052,0.719496604,0.766024471,0.705475064
SLC4A3,0.687828365,0.688994451,0.686662278,0.542716088,0.741535977,0.720168432,0.713235025,0.804098833,0.605215833
ARHGAP11A,0.687788892,0.772079072,0.603498712,0.689267707,0.786227512,0.817982614,0.684503831,0.808986896,0.339764792
SF1,0.687754735,0.633214576,0.742294894,0.56448673,0.593707883,0.607327004,0.774315787,0.727829993,0.858861013
UTP14A,0.687746931,0.852477962,0.5230159,0.820262081,0.470035084,0.971143941,0.452492892,0.766027864,0.646519724
ANK2,0.687577956,0.6150044,0.760151512,0.567290766,0.831968187,0.640658528,0.795147225,0.637063905,0.653339124
CDH22,0.687513148,0.619811481,0.755214816,0.561097049,0.786117577,0.650345754,0.774120346,0.647991639,0.705406524
ZBTB8A,0.687438614,0.659801573,0.715075654,0.454559952,0.805172402,0.775442966,0.817878786,0.749401801,0.522175775
ADAP1,0.687393938,0.730429088,0.644358788,0.798316357,0.672395307,0.767613108,0.667796334,0.6253578,0.592884724
CCDC58,0.687366794,0.657329379,0.717404208,0.664669277,0.747008327,0.591890553,0.780520362,0.715428308,0.624683935
VGLL3,0.687238988,0.707530815,0.666947161,0.557266947,0.660985756,0.831728636,0.569748709,0.733596862,0.770107018
TRIM35,0.687194425,0.773996159,0.600392692,0.908733094,0.657181441,0.827092339,0.616028203,0.586163044,0.527968431
TSPYL2,0.687131088,0.747598043,0.626664133,0.668529917,0.644198183,0.741283532,0.614204765,0.83298068,0.621589452
ALKBH8,0.686894704,0.614498605,0.759290802,0.562699258,0.806839759,0.498270889,0.787210147,0.782525669,0.683822502
DCDC2,0.686866881,0.570313995,0.803419766,0.641767384,0.741251637,0.607808821,0.807011448,0.46136578,0.861996213
GABRD,0.686791441,0.654112971,0.719469911,0.65142068,0.723733196,0.67429475,0.748364878,0.636623484,0.686311661
ZFP82,0.686762713,0.756582224,0.616943202,0.466145943,0.46873893,0.910889732,0.486208511,0.892710998,0.895882165
CLMP,0.68673308,0.695848008,0.677618152,0.814841306,0.520291261,0.805197511,0.656660944,0.467505208,0.855902252
GNPNAT1,0.686717812,0.755673333,0.61776229,0.740733854,0.647847773,0.740271717,0.663298475,0.786014427,0.542140623
BAZ2B,0.686476903,0.724456825,0.648496981,0.774424365,0.619925488,0.767526924,0.630228218,0.631419187,0.695337238
TARBP2,0.686460503,0.492442267,0.88047874,0.610153435,0.875289599,0.289221561,0.914268555,0.577951805,0.851878066
MOB3B,0.686399654,0.629841408,0.742957901,0.39621808,0.821015343,0.637956284,0.863613352,0.85534986,0.544245007
MRPL3,0.686339371,0.730996863,0.641681879,0.731423259,0.597636385,0.732839528,0.562035573,0.728727801,0.765373679
HCLS1,0.686312905,0.639399019,0.733226791,0.593015696,0.812016232,0.519144402,0.794825562,0.806036957,0.592838578
IGFBP7,0.686293338,0.689845887,0.68274079,0.721142244,0.768544846,0.675691339,0.723431891,0.672704076,0.556245631
ST3GAL6,0.686217899,0.702781416,0.669654381,0.623867562,0.560598267,0.742832131,0.664401224,0.741644555,0.783963653
ATG14,0.686138953,0.690448949,0.681828957,0.608099946,0.641582123,0.77300606,0.647530181,0.69024084,0.756374568
HOOK2,0.68604734,0.697939047,0.674155634,0.656230023,0.798391683,0.679232351,0.681204406,0.758354766,0.542870812
GLCE,0.68582204,0.602772368,0.768871712,0.564440584,0.742910172,0.640184176,0.806030171,0.603692343,0.757674794
SLC22A23,0.685675912,0.740480731,0.630871093,0.697706282,0.652245197,0.753794475,0.605986061,0.769941436,0.634382019
PTPN6,0.685672858,0.638879652,0.732466064,0.56791577,0.765002477,0.540556057,0.779820031,0.808167129,0.652575683
MIP,0.685655327,0.493513573,0.877797081,0.5693904,0.896577067,0.336489797,0.900634505,0.574660523,0.83617967
KLB,0.685570839,0.818575949,0.552565729,0.864706601,0.561808916,0.793632557,0.48107479,0.79738869,0.614813483
ZNF836,0.685555005,0.814324654,0.556785356,0.697100279,0.47482339,0.909002504,0.460340393,0.836871179,0.735192286
HPSE,0.6855377,0.685294417,0.685780984,0.847853881,0.630226182,0.610632537,0.62672928,0.597396834,0.800387489
DYRK3,0.685460678,0.671854677,0.699066678,0.61188051,0.619649292,0.708797562,0.698929824,0.694885959,0.778620919
C10orf10,0.685326538,0.707786426,0.66286665,0.619548857,0.566695621,0.797342544,0.675316743,0.706467878,0.746587585
GEN1,0.685108024,0.584016133,0.786199915,0.547393101,0.692946478,0.391142041,0.818399962,0.813513257,0.847253307
CCDC88A,0.685074772,0.601099808,0.769049736,0.595287699,0.777909052,0.660104914,0.813980822,0.547906813,0.715259333
ZNF687,0.685008494,0.791626798,0.57839019,0.891379556,0.49834418,0.772828263,0.53767398,0.710672575,0.69915241
TNC,0.684939049,0.880089668,0.489788431,0.910202974,0.485495966,0.949027206,0.324604537,0.781038824,0.659264789
USP30,0.684882837,0.639578852,0.730186823,0.831002518,0.659035417,0.810110003,0.797763964,0.277624034,0.733761087
AIFM3,0.684852978,0.69796212,0.671743836,0.522318284,0.633315237,0.732307494,0.720681465,0.839260581,0.661234808
FMN2,0.684816785,0.586473171,0.7831604,0.629937092,0.72551931,0.660119165,0.73193697,0.469363256,0.892024919
SRF,0.684808642,0.565025324,0.80459196,0.643429991,0.765625445,0.516317293,0.82779742,0.535328687,0.820353015
PPIE,0.684743834,0.676134022,0.693353647,0.717348788,0.641956039,0.624777584,0.749063172,0.686275694,0.689041728
TMEM200A,0.684685586,0.670693115,0.698678058,0.469440618,0.659610882,0.76860185,0.546303246,0.774036876,0.890120047
TAS2R19,0.684648941,0.692898975,0.676398908,0.890764731,0.694638264,0.906579849,0.749037385,0.281352344,0.585521074
RPL23A,0.684608337,0.584547941,0.784668734,0.638150367,0.743664113,0.465888748,0.830290651,0.649604707,0.780051439
ZDHHC8,0.684404301,0.627390703,0.741417898,0.454761501,0.866259272,0.573605277,0.834086143,0.853805333,0.523908278
DDX28,0.684385412,0.726651239,0.642119586,0.657572323,0.563258437,0.822426184,0.599883957,0.699955211,0.763216363
ZNF398,0.684344696,0.582101082,0.786588309,0.75474725,0.692359476,0.680897672,0.749202288,0.310658324,0.918203164
DHODH,0.684301038,0.759989323,0.608612753,0.706782755,0.600768871,0.867960559,0.558897658,0.705224655,0.66617173
BLOC1S4,0.684198002,0.574148847,0.794247156,0.682536526,0.825814507,0.584344356,0.836005266,0.455565659,0.720921695
PAPD7,0.684061148,0.554476935,0.81364536,0.432542973,0.801696537,0.568171608,0.873629707,0.662716224,0.765609837
SNRPD1,0.683907102,0.788346148,0.579468056,0.662437992,0.54714405,0.83917304,0.544069246,0.863427412,0.647190874
PLA2G12A,0.683834377,0.72105131,0.646617444,0.75934758,0.559824646,0.861697623,0.536497262,0.542108728,0.843530426
TACR2,0.683830532,0.738154665,0.629506398,0.743031644,0.753554924,0.762916415,0.652639472,0.708515937,0.482324799
RAD18,0.683753396,0.591919281,0.775587511,0.526710279,0.731009304,0.585495287,0.753198651,0.663552277,0.842554578
ABCB4,0.683737222,0.607189019,0.760285425,0.391469133,0.628946993,0.586467063,0.710148006,0.843630861,0.941761277
BZW1,0.68369413,0.705616442,0.661771818,0.704001792,0.620291261,0.713674767,0.632587083,0.699172769,0.732437109
HLA-DPA1,0.683683612,0.679890833,0.68747639,0.6433567,0.824139686,0.749912798,0.761784486,0.646403002,0.476504998
DOK5,0.683682028,0.584188275,0.783175782,0.625570206,0.713542437,0.684332141,0.785669691,0.442662477,0.850315217
NOC4L,0.683564515,0.580065464,0.787063566,0.671293236,0.690825806,0.699995928,0.779412862,0.368907227,0.890952029
TRAPPC8,0.68351769,0.577683752,0.789351629,0.76967949,0.772237189,0.663013457,0.841096913,0.300358309,0.754720784
SEC11C,0.683502987,0.615971426,0.751034548,0.610422845,0.744760754,0.661864562,0.811650459,0.57562687,0.696692431
SACS,0.683411035,0.563198493,0.803623577,0.590986638,0.797325579,0.497373082,0.817825854,0.601235758,0.795719298
CCDC141,0.683334125,0.729407094,0.637261156,0.298906752,0.499068262,0.927449969,0.572304372,0.961864562,0.840410833
ZNF726,0.683325869,0.548556021,0.818095716,0.542105335,0.824276088,0.702269967,0.83207405,0.401292761,0.797937011
FBXL4,0.683304832,0.68776367,0.678845993,0.855584661,0.662303626,0.76945894,0.654554523,0.438247409,0.71967983
CHML,0.683216838,0.578651909,0.787781767,0.587563026,0.715575567,0.614767337,0.769906148,0.533625364,0.877863585
TIAF1,0.683176008,0.623866431,0.742485585,0.521505303,0.752190229,0.637167055,0.790043363,0.712926934,0.685223162
PLAGL2,0.683173406,0.679889929,0.686456884,0.638087935,0.631886074,0.689667411,0.672389878,0.71191444,0.755094701
RSPH14,0.683156215,0.596932209,0.769380221,0.282846653,0.704158552,0.775505398,0.748047286,0.732444574,0.855934826
RLIM,0.683100116,0.661107454,0.705092778,0.711289436,0.666692906,0.676032003,0.635091851,0.596000923,0.813493577
AKAP8,0.68306234,0.658556541,0.707568139,0.530963158,0.793183993,0.640763713,0.793470368,0.803942752,0.536050055
FSTL3,0.682968578,0.534472501,0.831464654,0.482828331,0.854317008,0.386259407,0.85167041,0.734329766,0.788406545
RPS16,0.682964732,0.648046833,0.717882631,0.51906229,0.695456674,0.599002436,0.670216953,0.826075774,0.787974267
MIEF2,0.682959869,0.668057375,0.697862363,0.746032479,0.660188383,0.762697901,0.705779762,0.495441744,0.727618944
MYLK4,0.682956928,0.437203474,0.928710383,0.309238662,0.906897441,0.340756927,0.93328945,0.661614832,0.945944259
PDE4DIP,0.682936796,0.654209787,0.711663805,0.791976737,0.623387781,0.727363785,0.698730312,0.443288839,0.812873323
PSD2,0.682920962,0.650682573,0.71515935,0.769182066,0.578895758,0.758326264,0.728959887,0.42453939,0.837622405
IGSF9B,0.682874477,0.59916553,0.766583423,0.848758474,0.846515652,0.631918648,0.79415034,0.316819468,0.659084277
CNIH4,0.682769065,0.641513809,0.724024322,0.675778202,0.658046675,0.575055477,0.674157669,0.673707748,0.83986862
FAM45A,0.682654719,0.771215196,0.594094242,0.730568204,0.644945338,0.839029852,0.624704972,0.74404753,0.512632415
ACOX3,0.682556659,0.72315773,0.641955587,0.791821334,0.701655142,0.796226902,0.715257297,0.581424955,0.508954322
PLEKHM1,0.682538449,0.498825318,0.866251581,0.561348815,0.807574699,0.436121309,0.893183993,0.499005829,0.89799605
SLC43A3,0.68251334,0.682906824,0.682119857,0.686109433,0.636210886,0.55218005,0.660351251,0.810430988,0.749797433
MOB2,0.682395148,0.679243661,0.685546636,0.769435189,0.730868831,0.693534837,0.730289972,0.574760958,0.595481104
PTCHD4,0.682389719,0.74994605,0.614833389,0.707322932,0.494494398,0.80813252,0.500895772,0.734382698,0.849109997
PTER,0.682345383,0.658110013,0.706580754,0.627287102,0.832401143,0.76691142,0.755693918,0.580131516,0.531647202
RBBP6,0.682290302,0.641926859,0.722653746,0.753015425,0.719888164,0.65393902,0.766848988,0.518826132,0.681224085
ZNF443,0.682220179,0.697704472,0.666735885,0.710422166,0.735472553,0.688519195,0.712686025,0.694172056,0.552049077
RPS6KA2,0.682178557,0.770268075,0.594089039,0.814399528,0.622137772,0.775382569,0.564318433,0.72102213,0.595810911
PYROXD2,0.682148698,0.784159094,0.580138302,0.851686697,0.68420049,0.933765159,0.587588814,0.567025428,0.468625601
DIRC3,0.682059347,0.863153478,0.500965216,0.89569351,0.607845466,0.76644114,0.481546427,0.927325783,0.413503756
KBTBD4,0.682004266,0.663683024,0.700325509,0.66494208,0.578305363,0.621911794,0.70366927,0.704195197,0.819001893
TEX9,0.68197452,0.697606299,0.666342741,0.483734282,0.708099946,0.808725629,0.6928569,0.800358987,0.598071377
RANBP3,0.681922832,0.708304662,0.655541003,0.745024057,0.589943607,0.634327052,0.625264151,0.745562877,0.751415251
ESYT2,0.681855423,0.652945528,0.710765319,0.642955639,0.612035912,0.677919231,0.670171486,0.637961713,0.850088559
ACTR8,0.681768221,0.710254548,0.653281894,0.575683874,0.695364382,0.645376937,0.706097354,0.909702835,0.558383947
WBSCR17,0.681763245,0.635854161,0.727672329,0.531121954,0.709765267,0.658425342,0.728250056,0.718015187,0.745001663
TMEM251,0.681757024,0.627442957,0.736071092,0.517445151,0.63789928,0.612733528,0.740631383,0.752150191,0.829682612
NR2F1,0.681703074,0.628868274,0.734537875,0.614086008,0.701794936,0.753554245,0.737655657,0.51896457,0.76416303
DENND5B,0.681684639,0.678964072,0.684405205,0.460123236,0.690749123,0.723382352,0.702943152,0.853386627,0.659523341
PTPRK,0.681572215,0.637093538,0.726050892,0.747677441,0.857589967,0.551419323,0.838388561,0.61218385,0.482174146
CAMK2B,0.681521432,0.698942718,0.664100145,0.666091654,0.633486926,0.827679341,0.654152105,0.60305716,0.704661405
APPL2,0.681485239,0.722303581,0.640666897,0.775699482,0.510259977,0.81332053,0.606201182,0.577890729,0.805539533
AAED1,0.681431402,0.672838216,0.690024588,0.707440333,0.657770479,0.709224411,0.653622785,0.601849904,0.758680501
GPATCH2L,0.681323163,0.717142715,0.645503611,0.786113505,0.652099295,0.811509986,0.657187549,0.553804654,0.62722399
RPL7A,0.681322711,0.6150795,0.747565922,0.555131346,0.667604965,0.588626416,0.756742377,0.701480738,0.818350423
HSD11B1L,0.681276113,0.65502503,0.707527195,0.579660557,0.621582665,0.666776376,0.718281883,0.718638156,0.782717038
RECQL4,0.681163689,0.633262531,0.729064846,0.509526395,0.861677943,0.547319811,0.851761345,0.842941388,0.473755251
FAM163B,0.681139145,0.725403719,0.636874572,0.689657232,0.675693375,0.731930184,0.622520511,0.754623742,0.612409829
TSPAN3,0.681107816,0.628624651,0.733590981,0.524741617,0.648311267,0.776928454,0.71057689,0.584203883,0.841884785
FBXL2,0.681065516,0.665574549,0.696556482,0.638387883,0.646334462,0.669890539,0.701260866,0.688445226,0.742074118
HIVEP1,0.681038824,0.640826146,0.721251501,0.58585156,0.710985417,0.602169532,0.744634532,0.734457346,0.708134556
ENAH,0.681032037,0.723627106,0.638436969,0.687990554,0.820078176,0.839733576,0.71937581,0.643157188,0.375856921
JMJD1C,0.680967456,0.649573943,0.712360969,0.742821952,0.667960559,0.625313011,0.734127539,0.580586866,0.734994809
LIN7C,0.68090853,0.651398512,0.710418547,0.538132045,0.681331307,0.757558751,0.664988905,0.65850474,0.78493543
ZNF506,0.680797237,0.635712557,0.725881916,0.682983734,0.642530826,0.597768036,0.737889779,0.626385901,0.797225144
ZFP90,0.68074996,0.713398797,0.648101123,0.736655379,0.669618415,0.698348252,0.608143378,0.705192761,0.666541575
IFT57,0.680746341,0.681668352,0.679824329,0.586283159,0.706393909,0.726022842,0.689038335,0.732699055,0.644040744
C14orf93,0.680680741,0.674580899,0.686780583,0.614097544,0.750967365,0.7262495,0.771937242,0.683395653,0.537437143
RNF180,0.680627922,0.763434198,0.597821646,0.778504197,0.5327452,0.877484918,0.534856371,0.634313479,0.725863368
NDUFAF6,0.680568204,0.661258107,0.699878302,0.537472431,0.705734974,0.69309238,0.691178007,0.753209509,0.702721924
AEN,0.680446167,0.593885681,0.767006653,0.744095712,0.921577237,0.374677488,0.912270034,0.662883842,0.467172687
IER3,0.680441416,0.619675305,0.741207527,0.659919652,0.763433519,0.650165243,0.768875332,0.548941022,0.69131373
PSMG1,0.680427957,0.614505618,0.746350296,0.483487266,0.707267965,0.671905347,0.772005103,0.688124241,0.759777822
UBE2M,0.680334195,0.618105443,0.742562947,0.708213275,0.725879654,0.596371447,0.776407277,0.549731608,0.72540191
