,gene,all-related_score,abeta-related_score,tau-related_score,CERAD_score,BRAAK_score,PLAQUES_score,TANGLES_score,ABETA_IHC_score,TAU_IHC_score
20,GDPD2,0.9690919579620748,0.9615113091158332,0.9766726068083166,0.9054345442083622,0.9794091843728584,0.9888382453735438,0.9805503769705282,0.9902611377655935,0.9700582590815632
21,APOC1,0.9682936943111724,0.9852430888736584,0.9513442997486864,0.9751439342015088,0.9642871830020568,0.9967525702535994,0.9434845784784096,0.9838327621658672,0.9462611377655928
22,SLC34A3,0.9670508339045012,0.980321681517021,0.9537799862919812,0.9765332419465388,0.923263193968472,0.9668293351610692,0.9550438656614122,0.997602467443455,0.9830328992460596
23,SIGLEC1,0.9664385423806264,0.9786344528215678,0.9542426319396852,0.9738862234407132,0.9339417409184376,0.9936045236463342,0.9421987662782736,0.9684126113776559,0.9865873886223444
24,SLC37A2,0.9661642677633088,0.9597071053232816,0.972621430203336,0.9860678546949978,0.9546984235777936,0.9710281014393424,0.9735592871830022,0.922025359835504,0.9896065798492124
25,SERPINA3,0.9655514050719676,0.976076993374458,0.9550258167694772,0.943716929403702,0.9616703221384516,0.9948498971898564,0.9533063742289244,0.9896641535298154,0.950100753941056
26,PADI2,0.965489604752114,0.9520648846241724,0.9789143248800554,0.9848588074023312,0.9678498971898564,0.9945037697052784,0.9810808773132288,0.8768320767649078,0.9878122001370808
27,ACSM5,0.9626542152159016,0.9450504912040212,0.9802579392277816,0.8998272789581905,0.984472241261138,0.9498732008224812,0.983241261137766,0.9854509938313925,0.9730603152844411
28,EPHA8,0.9622484578478416,0.9446650673977612,0.9798318482979216,0.8922906100068544,0.9855209047292672,0.9611192597669636,0.9876429061000696,0.980585332419466,0.9663317340644276
29,MS4A7,0.9603678318482984,0.9684617317797588,0.9522739319168384,0.9289362577107616,0.9790315284441404,0.9882700479780682,0.9685668265935572,0.9881788896504464,0.909223440712817
30,CD84,0.9597217272104184,0.9613952478866808,0.9580482065341562,0.9735586017820428,0.9439177518848528,0.9468581220013712,0.9518553803975331,0.9637690198766284,0.9783714873200826
31,GYG2,0.9595510623714876,0.9500536897418328,0.9690484350011426,0.9370424948594932,0.9824318026045242,0.9597820424948602,0.9836333104866356,0.9533365318711452,0.941080191912268
32,FSBP,0.9594937171578712,0.9430047978067174,0.9759826365090252,0.9779979437971216,0.9512775873886224,0.9898492117888976,0.9829712131596988,0.861167237834133,0.9936991089787536
33,GABBR1,0.9585315284441404,0.9458106008681753,0.9712524560201056,0.8779945167923237,0.9667525702535992,0.9760239890335854,0.9712344071281704,0.9834132967786164,0.9757703906785474
34,ABCA6,0.9582569111263428,0.9446997943797129,0.9718140278729726,0.8706209732693629,0.9805764222069911,0.9747991775188491,0.9765202193283076,0.988679232350926,0.9583454420836192
35,CAB39L,0.9580776787754176,0.959347498286498,0.9568078592643368,0.9756442769019884,0.9160959561343386,0.9835359835503776,0.9593687457162444,0.9188622344071284,0.9949588759424276
36,GYPC,0.9569206077221843,0.9661432488005488,0.94769796664382,0.9601384509938324,0.924951336531871,0.9822063056888288,0.9465167923235094,0.9560849897189856,0.9716257710760798
37,LPIN1,0.9565907013936492,0.931492346355952,0.9816890564313464,0.8971480466072653,0.9690575736806032,0.929306374228924,0.9868732008224822,0.968022618231666,0.9891363947909532
38,SPDYA,0.9558277358921644,0.938710075394106,0.9729453963902224,0.9516209732693636,0.9465839616175464,0.9935352981494184,0.9850548320767664,0.8709739547635368,0.9871973954763544
39,CMTM4,0.9555354123829108,0.9626819739547638,0.948388850811058,0.9568430431802608,0.9463454420836188,0.9864078135709398,0.9409410555174778,0.9447950651130907,0.9578800548320768
40,DND1,0.9552510852181864,0.9282458304774964,0.9822563399588764,0.9187635366689518,0.9694105551747778,0.90257847840987,0.9853577793008916,0.9633954763536672,0.99200068540096
41,ECHDC3,0.9547241261137772,0.9235542609092992,0.9858939913182554,0.8148910212474304,0.9813447566826604,0.9895318711446204,0.9874845784784112,0.9662398903358465,0.988852638793695
42,P2RY11,0.9545236463331052,0.9147884395704824,0.994258853095728,0.825649074708705,0.9991754626456476,0.920458533241947,0.9992083618917073,0.9982577107607956,0.9843927347498296
43,ITGAX,0.953951907699338,0.974840758510396,0.93306305688828,0.9732878684030168,0.8968313913639482,0.9908512679917764,0.915175462645648,0.9603831391363952,0.987182316655244
44,SLC25A18,0.9533636052090476,0.9293086588987896,0.9774185515193059,0.8646086360520908,0.9607100753941056,0.9615839616175468,0.9825572309801238,0.9617333790267308,0.9889883481836884
45,ENPP1,0.9532877541695228,0.9583957048206538,0.9481798035183918,0.9427278958190544,0.9357395476353672,0.9782337217272112,0.9351823166552437,0.9542254969156956,0.9736175462645646
46,SPRY1,0.9526925976696372,0.936306374228924,0.96907882111035,0.8923324194653874,0.9480678546949972,0.9364208361891708,0.9700829335161072,0.9801658670322142,0.9890856751199462
47,TXK,0.95250594014165,0.924993831391364,0.9800180488919358,0.9337882111034956,0.9556997943797124,0.9380102810143934,0.990019876627828,0.9031830020562032,0.9943344756682672
48,SLC22A6,0.9515861320539188,0.9337850125656848,0.9693872515421528,0.8226696367374916,0.9695716244002746,0.988089102124744,0.9751096641535304,0.9905962988348193,0.9634804660726529
49,ARMC4,0.9513273931916842,0.9471386794608184,0.9555161069225502,0.9572392049348876,0.9320013708019192,0.965335161069226,0.9549828649760116,0.9188416723783416,0.9795640849897196
50,NMUR2,0.9508188256796899,0.9164567055060552,0.9851809458533249,0.8891802604523652,0.967951336531872,0.9845668265935584,0.9896997943797129,0.8756230294722418,0.9978917066483902
51,ARHGAP15,0.9500798492117892,0.9373424720127944,0.9628172264107844,0.9107957505140502,0.9510795065113098,0.9802590815627152,0.9562549691569572,0.9209725839616176,0.9811172035640858
52,CPM,0.9496286269134114,0.9788743431574146,0.9203829106694082,0.9854359150102819,0.8873180260452362,0.9882714187799871,0.911759424263194,0.9629156956819744,0.9620712816997944
53,CHI3L2,0.9488776559287188,0.9417354352296098,0.9560198766278276,0.8838389307745035,0.9693913639479104,0.9685099383139144,0.9424112405757371,0.9728574366004116,0.9562570253598359
54,APLNR,0.9487537125885313,0.9845501485035418,0.9129572766735208,0.9905490061686096,0.9299821795750512,0.9966106922549699,0.9006901987662785,0.966490747087046,0.9081994516792328
55,ST5,0.9486928261366238,0.952655700251314,0.9447299520219334,0.9544640164496232,0.9009396847155589,0.9439924605894447,0.9414537354352304,0.9595106237148732,0.9917964359150112
56,C1orf168,0.9486421064656162,0.9126913411012112,0.9845928718300212,0.9575798492117894,0.9843954763536672,0.8790863605209047,0.9909136394790962,0.9014078135709392,0.9784694996572998
57,RPL9,0.9484235777930092,0.8993411012108755,0.997506054375143,0.7718115147361209,0.9984167237834136,0.9321459904043874,0.9993098012337216,0.9940657984921184,0.9947916381082936
58,IL7,0.9474042723326488,0.9111357093899936,0.9836728352753036,0.8075071967100758,0.9693865661411932,0.9680733379026738,0.986690884167239,0.9578265935572312,0.9949410555174784
59,PACSIN2,0.9472005940141652,0.9497228695453508,0.9446783184829796,0.9388094585332424,0.9375469499657302,0.9538224811514736,0.928581220013708,0.9565366689513368,0.9679067854695004
60,AGA,0.9467421750057121,0.929775188485264,0.9637091615261598,0.8667141877998625,0.9719986291980812,0.9565956134338588,0.9754057573680608,0.9660157642220708,0.9437230980123372
61,SGK1,0.9466062371487328,0.9292161297692488,0.963996344528216,0.8368923920493491,0.9721775188485269,0.9639424263193974,0.9768656614119268,0.9868135709390002,0.9429458533241948
62,ANGPT1,0.9457194425405532,0.9611756911126348,0.9302631939684716,0.9662590815627148,0.9020740233036328,0.985990404386567,0.9214825222755308,0.9312775873886224,0.9672330363262508
63,IL13RA1,0.945129426547864,0.9467534841215444,0.9435053689741832,0.9648629198080879,0.9475209047292671,0.9580705962988354,0.9473646333104868,0.91732693625771,0.9356305688827964
64,HAP1,0.9449663011194884,0.9161041809458532,0.9738284212931232,0.8336764907470866,0.9866668951336536,0.9511638108293352,0.9824708704592188,0.963472241261138,0.9523474982864976
65,GPR82,0.94378169979438,0.9136728352753032,0.9738905643134572,0.8355407813570939,0.9713372172721048,0.9842755311857444,0.9803564084989728,0.9212021932830708,0.9699780671692946
66,METTL24,0.9433412154443688,0.9267249257482296,0.9599575051405076,0.9036045236463336,0.9573886223440716,0.9242200137080192,0.966572309801234,0.952350239890336,0.9559115832762172
67,MYL3,0.9427853552661646,0.9531628969613894,0.9324078135709394,0.970008224811515,0.9430041124057577,0.9842200137080198,0.9765503769705284,0.9052604523646336,0.8776689513365321
68,GSTO2,0.9426135480923009,0.9296616403929636,0.9555654557916384,0.989011651816313,0.9355839616175464,0.8775126799177522,0.9451309115832768,0.9224605894448256,0.9859814941740924
69,MAEL,0.942308887365776,0.9213257939227784,0.9632919808087737,0.8253872515421519,0.9823721727210424,0.9610712816997946,0.9741651816312548,0.9775188485263888,0.9333385880740236
70,GDPGP1,0.9422571395933291,0.9277336074937176,0.9567806716929408,0.8795400959561342,0.964309115832762,0.9276134338588072,0.9670952707333796,0.9760472926662106,0.9389376285126804
71,LAMA2,0.9421675805346132,0.9728227096184608,0.9115124514507654,0.9562213845099388,0.9070843043180266,0.9711919122686776,0.9279211788896506,0.9910548320767656,0.8995318711446193
