,gene,all-related_score,abeta-related_score,tau-related_score,CERAD_score,BRAAK_score,PLAQUES_score,TANGLES_score,ABETA_IHC_score,TAU_IHC_score
1841,PLCB4,0.7330466072652501,0.7396952250399819,0.7263979894905185,0.7419403701165181,0.7974551062371485,0.8481048663468128,0.7362741603838245,0.6290404386566142,0.6454647018505826
1842,TBC1D17,0.7330363262508565,0.7587815855608863,0.7072910669408268,0.6785538039753254,0.6478917066483892,0.7614605894448252,0.7163235092529128,0.8363303632625083,0.7576579849211786
1843,CERCAM,0.7329226639250629,0.6929824080420381,0.7728629198080877,0.392054832076765,0.821576422206991,0.7350472926662097,0.834298834818369,0.9518450993831401,0.6627135023989031
1844,TACC1,0.7328825679689284,0.7344256339958877,0.7313395019419692,0.8029355723098012,0.8777409184372857,0.695845784784099,0.8079143248800547,0.7044955448937626,0.5083632625085672
1845,FGL2,0.7328793694311173,0.7467781585560888,0.7189805803061456,0.7225092529129542,0.8027772446881426,0.798535983550377,0.7889520219328306,0.719289239204935,0.5652124742974638
1846,GLRX3,0.7326901987662783,0.7011647246972812,0.7642156728352753,0.7124496230294721,0.8198204249485949,0.7150836189170665,0.835071967100754,0.6759609321453048,0.6377546264564771
1847,NPHP4,0.732666895133653,0.875501485035412,0.5898323052318939,0.8752296093214528,0.676790267306374,0.9055633995887592,0.5603461274845785,0.8457114461960243,0.5323605209047292
1848,RAP2A,0.7326623257939229,0.7195090244459678,0.7458156271418779,0.6959389993145993,0.7657237834132969,0.7040370116518165,0.7807724468814256,0.7585510623714872,0.6909506511309118
1849,SMCR8,0.7326559287183002,0.6972588530957277,0.7680530043408728,0.6135510623714874,0.6705250171350239,0.6506888279643591,0.7487601096641537,0.8275366689513365,0.8848738862234405
1850,MYH7B,0.7326049805803061,0.7475567740461502,0.7176531871144621,0.8030274160383826,0.8455270733379027,0.8220568882796432,0.822897189856066,0.6175860178204251,0.4845352981494176
1851,INSM1,0.7325673977610235,0.8079319168380171,0.6572028786840302,0.6538574366004116,0.6284146675805347,0.9512919808087734,0.6582864976010964,0.8186463331048663,0.6849074708704593
1852,H1FX,0.732518962759881,0.6183095727667351,0.8467283527530274,0.7455723098012335,0.8111144619602472,0.6375058259081563,0.8468293351610693,0.4718505825908157,0.8822412611377655
1853,DCAKD,0.7324739547635365,0.7078021475896733,0.7571457619373999,0.7014297464016449,0.7878485263879367,0.7028156271418777,0.7648176833447567,0.7191610692254968,0.7187710760795066
1854,SIRPB2,0.7324479095270734,0.581429746401645,0.8834660726525017,0.7880075394105553,0.9004461960246745,0.47862371487320093,0.9195757368060316,0.477657984921179,0.8303762851267988
1855,FEM1B,0.7324453963902214,0.6638553803975324,0.8010354123829106,0.6078437285812199,0.7639883481836875,0.6856744345442084,0.7823906785469498,0.6980479780671689,0.8567272104180946
1856,NIPSNAP1,0.7324375142791865,0.7039995430660269,0.7608754854923463,0.5866572995202192,0.7775270733379027,0.7394907470870458,0.7516113776559287,0.7858505825908155,0.7534880054832075
1857,DIAPH1,0.7323857665067398,0.5491583276216588,0.9156132053918208,0.6068752570253598,0.9097333790267306,0.5746826593557236,0.9525880740233038,0.46591706648389297,0.8845181631254283
1858,KIFAP3,0.7323528672606808,0.6605773360749373,0.8041283984464247,0.5395544893762851,0.7710226182316658,0.6954667580534613,0.815965729952022,0.7467107607950654,0.8253968471555859
1859,PLP1,0.7323379026730638,0.6100888736577564,0.8545869316883712,0.3949156956819741,0.8592124742974642,0.5497628512679915,0.9136566141192596,0.8855880740233039,0.7908917066483896
1860,MTBP,0.7323231665524332,0.8447697052775872,0.6198766278272791,0.7914180945853323,0.8084187799862924,0.8770356408498968,0.6635647703906787,0.8658553803975324,0.38764633310486624
1861,IFT80,0.7323008910212475,0.6730929860635136,0.7915087959789812,0.6388430431802603,0.7987498286497602,0.5842063056888278,0.8495757368060317,0.7962296093214529,0.7262008224811518
1862,UBE3C,0.7322936943111721,0.7250986977381769,0.7394886908841672,0.6898060315284441,0.7296367374914322,0.6519616175462646,0.7601418779986291,0.8335284441398219,0.7286874571624401
1863,TUBGCP6,0.7322581676947678,0.8063641763765136,0.6581521590130224,0.8129355723098008,0.7332974640164494,0.809721727210418,0.6687032213845098,0.7964352296093214,0.5724557916381079
1864,METAP2,0.7322575965273018,0.6614658441855151,0.8030493488690884,0.6146017820424952,0.8352954078135709,0.6204386566141192,0.86410966415353,0.7493570938999313,0.7097429746401643
1865,TMEM63C,0.7322468585789353,0.7428080877313227,0.721685629426548,0.8551439342015077,0.7387868403015767,0.7960198766278271,0.7560370116518164,0.5772604523646332,0.6702330363262509
1866,CHAF1B,0.7321642677633083,0.6965446652958646,0.7677838702307521,0.6478745716244002,0.682740918437286,0.6428512679917752,0.7529684715558602,0.7989081562714186,0.8676422206991095
1867,FAM160B2,0.7320428375599725,0.7390095956134338,0.7250760795065112,0.6039362577107608,0.8241144619602464,0.8030486634681289,0.7461233721727208,0.8100438656614121,0.6049904043865663
1868,ADAR,0.7320217043637194,0.6472065341558145,0.8168368745716243,0.6731528444139822,0.756476353666895,0.6239602467443457,0.7820733379026731,0.6445065113091158,0.9119609321453048
1869,BTNL2,0.7319852638793697,0.7680573452136171,0.6959131825451222,0.8867662782727898,0.5832412611377655,0.8681432488005495,0.5338917066483893,0.5492625085675121,0.970606579849212
1870,INTS10,0.7319201507882114,0.7662986063513825,0.6975416952250401,0.7296244002741603,0.7546600411240578,0.7669191226867723,0.7291590130226184,0.8023522960932148,0.6088060315284441
1871,SMARCA1,0.7318634909755541,0.6966033813114006,0.7671236006397075,0.5094057573680604,0.8214749828649758,0.7809952021932831,0.8023947909527073,0.7994091843728584,0.6775010281014394
1872,BCL2L2-PABPN1,0.7318310486634682,0.6114297464016449,0.8522323509252914,0.413567511994517,0.7894599040438659,0.7749910897875256,0.8657087045921865,0.6457306374228922,0.901528444139822
1873,ZDHHC3,0.7318227096184602,0.7599837788439571,0.7036616403929631,0.5625688827964358,0.6968012337217274,0.8476929403701169,0.7376929403701163,0.8696895133653189,0.6764907470870457
1874,EPOR,0.7317646790038839,0.6201523874800091,0.8433769705277586,0.4927827278958189,0.8368629198080879,0.6212885538039753,0.8822919808087728,0.7463858807402332,0.8109760109664151
1875,ZHX1,0.7316941969385423,0.6634635595156501,0.7999248343614346,0.5933125428375602,0.7040390678546946,0.8260068540095955,0.7987717614804661,0.5710712816997943,0.8969636737491432
1876,PACS1,0.7316839159241488,0.6890082248115146,0.7743596070367831,0.4490445510623713,0.7053447566826594,0.8642947224126114,0.7310185058259081,0.7536854009595612,0.8867155586017819
1877,RRP9,0.7316802604523648,0.7996143477267535,0.6637461731779759,0.698233036326251,0.6467087045921864,0.8635106237148729,0.6070856751199454,0.8370993831391367,0.7374441398217959
1878,RNF103,0.7316267991775188,0.7205339273474983,0.7427196710075394,0.6467450308430434,0.7878169979437974,0.6300109664153528,0.7723461274845785,0.8848457847840985,0.6679958875942424
1879,LPP,0.7316015535755084,0.7737162440027415,0.689486863148275,0.7466312542837558,0.5460568882796436,0.8542446881425632,0.6188978752570254,0.7202727895819059,0.903505825908156
1880,UBL7,0.7315960703678318,0.7709945167923236,0.6921976239433403,0.8037799862919809,0.6782775873886223,0.7398862234407129,0.7200212474297466,0.7693173406442767,0.678294037011652
1881,NUDT12,0.7315301576422205,0.7107886680374684,0.7522716472469727,0.7205942426319393,0.8115065113091154,0.7171624400274158,0.7668300205620291,0.6946093214530503,0.6784784098697735
1882,XKR9,0.7314994288325339,0.7378016906557004,0.7251971670093672,0.9463056888279648,0.7386511309115831,0.7321816312542839,0.7520411240575742,0.5349177518848526,0.6848992460589446
1883,NXN,0.7314970299291749,0.8152286954535066,0.6477653644048433,0.9024153529814941,0.4591336531871145,0.8246319396847148,0.6665771076079505,0.7186387936943112,0.8175853324194651
1884,TANGO2,0.7314961160612293,0.8503737719899473,0.612618460132511,0.8358485263879367,0.5658067169294039,0.94176559287183,0.5015044551062371,0.7735071967100754,0.7705442083618919
1885,ERCC6L,0.7314619602467447,0.5788976467900391,0.8840262737034502,0.3237162440027417,0.7839965729952024,0.6098423577793011,0.8826065798492124,0.8031343385880745,0.9854756682659362
1886,SSTR2,0.7314220927575965,0.7603493260223897,0.7024948594928033,0.7360253598355035,0.5775572309801236,0.8608574366004111,0.6675257025359836,0.6841651816312543,0.8624016449623029
1887,GOLGA8R,0.7313854238062599,0.6220301576422206,0.8407406899702994,0.5644701850582591,0.8447470870459219,0.5155681973954764,0.8786449623029471,0.7860520904729263,0.798830020562029
1888,C10orf105,0.7313372172721041,0.8281841443911354,0.6344902901530727,0.8574009595613435,0.7384427690198764,0.8775620287868401,0.6800986977381767,0.7495894448252226,0.4849294037011652
1889,RPL27A,0.7313264793237377,0.6567569111263422,0.8058960475211334,0.6735962988348182,0.7869287183002059,0.5866045236463333,0.8405222755311857,0.7100699108978753,0.7902371487320081
1890,RPL38,0.7312523417866119,0.6449191226867719,0.8175855608864518,0.7410006854009594,0.8174078135709393,0.5894790952707337,0.8304359150102808,0.6042775873886226,0.8049129540781352
1891,TK1,0.7312428604066712,0.7573214530500342,0.7051642677633082,0.83246881425634,0.7169629883481836,0.8939342015078818,0.7281562714187799,0.5455613433858807,0.6703735435229611
1892,NAA30,0.7312276673520678,0.6439412839844644,0.818514050719671,0.7213296778615491,0.8414002741603839,0.5931727210418096,0.8539533927347499,0.6173214530500343,0.7601884852638792
1893,C4orf19,0.7310487777016221,0.5908051176604981,0.8712924377427463,0.6236984235777931,0.8962679917751886,0.6400315284441398,0.9346264564770392,0.5086854009595614,0.7829828649760112
1894,CACUL1,0.7310319853781128,0.7131149188942197,0.7489490518620059,0.6923947909527071,0.6264126113776559,0.7872727895819055,0.7287539410555172,0.6596771761480466,0.8916806031528445
1895,ZNF112,0.7310268448709162,0.7177482293808543,0.7443054603609781,0.7412851267991774,0.6527203564084989,0.7744071281699791,0.686572309801234,0.6375524331734065,0.8936237148732011
1896,AVEN,0.7310042266392506,0.6612488005483207,0.8007596527301807,0.9147731322823852,0.6750020562028787,0.7156730637422891,0.8362858122001371,0.35330020562028785,0.8909910897875258
1897,TCTA,0.7309957733607493,0.6458937628512679,0.8160977838702306,0.740731322823852,0.8441398217957505,0.6385956134338587,0.8134832076764904,0.558354352296093,0.7906703221384507
1898,NLK,0.7308960475211334,0.7052883253369888,0.7565037697052778,0.6764729266620975,0.7730596298834823,0.7033029472241261,0.8253941055517479,0.7360891021247429,0.6710575736806034
1899,PPP1R3D,0.7308188256796893,0.6167555403244231,0.8448821110349553,0.4810980123372173,0.8761391363947907,0.5015983550376969,0.9066058944482522,0.8675702535983553,0.751901302261823
1900,FNIP2,0.7307131596984234,0.6468115147361205,0.8146148046607262,0.6839040438656613,0.7445106237148726,0.5896620973269361,0.8121631254283757,0.6668684030157643,0.8871706648389305
